"precinct_id","vap_18plus","white_vap","black_vap","native_vap","asian_vap","white_vap_pct","black_vap_pct","native_vap_pct","asian_vap_pct","hispanic_vap","hispanic_vap_pct"
"CABARRUS - 12-09","3192","2123","601","12","61","66.51","18.83","0.38","1.91","",""
"CABARRUS - 12-11","2288","1386","506","12","38","60.58","22.12","0.52","1.66","",""
"CABARRUS - 12-12","2559","1625","464","18","46","63.5","18.13","0.7","1.8","",""
"CABARRUS - 12-13","5783","2074","2180","66","22","35.86","37.7","1.14","0.38","",""
"CABARRUS - 12-14","3223","2188","563","18","32","67.89","17.47","0.56","0.99","",""
"CALDWELL - 1","6039","5270","367","26","32","87.27","6.08","0.43","0.53","",""
"CALDWELL - 10","3838","3498","71","20","8","91.14","1.85","0.52","0.21","",""
"CALDWELL - 11","4564","4094","81","16","22","89.7","1.77","0.35","0.48","",""
"CALDWELL - 12","2872","2688","37","6","11","93.59","1.29","0.21","0.38","",""
"CALDWELL - 13","6841","6191","180","22","31","90.5","2.63","0.32","0.45","",""
"CALDWELL - 14","4779","4410","88","4","66","92.28","1.84","0.08","1.38","",""
"CALDWELL - 15","3111","2884","35","4","7","92.7","1.13","0.13","0.23","",""
"CALDWELL - 2","2238","2053","35","8","13","91.73","1.56","0.36","0.58","",""
"CALDWELL - 3","1316","1180","53","8","4","89.67","4.03","0.61","0.3","",""
"CALDWELL - 4","3439","3221","22","17","30","93.66","0.64","0.49","0.87","",""
"CALDWELL - 5","3912","3465","108","25","34","88.57","2.76","0.64","0.87","",""
"CALDWELL - 6","7714","5523","1286","25","28","71.6","16.67","0.32","0.36","",""
"CALDWELL - 7","6125","4812","518","41","73","78.56","8.46","0.67","1.19","",""
"CALDWELL - 8","4281","3926","121","8","40","91.71","2.83","0.19","0.93","",""
"CALDWELL - 9","3367","3107","38","16","13","92.28","1.13","0.48","0.39","",""
"CAMDEN - CH","2894","2284","399","12","30","78.92","13.79","0.41","1.04","",""
"CAMDEN - SH","1967","1652","137","3","46","83.99","6.96","0.15","2.34","",""
"CAMDEN - SM","3026","2460","335","26","22","81.3","11.07","0.86","0.73","",""
"CARTERET - ABCH","1313","1250","6","4","0","95.2","0.46","0.3","0.0","",""
"CARTERET - ASCI","961","909","8","6","0","94.59","0.83","0.62","0.0","",""
"CARTERET - BCRK","2047","1821","55","20","7","88.96","2.69","0.98","0.34","",""
"CARTERET - BFT1","1559","1239","224","6","15","79.47","14.37","0.38","0.96","",""
"CARTERET - BFT2","3771","3343","239","24","15","88.65","6.34","0.64","0.4","",""
"CARTERET - BOGE","2686","2429","104","11","8","90.43","3.87","0.41","0.3","",""
"CARTERET - CAPE","3458","3142","32","12","41","90.86","0.93","0.35","1.19","",""
"CARTERET - DASW","657","625","7","5","0","95.13","1.07","0.76","0.0","",""
"CARTERET - HAIS","1003","972","5","1","0","96.91","0.5","0.1","0.0","",""
"CARTERET - IBPK","1586","1532","4","2","7","96.6","0.25","0.13","0.44","",""
"CARTERET - ISLE","3387","3189","9","1","22","94.15","0.27","0.03","0.65","",""
"CARTERET - MASM","645","605","4","0","1","93.8","0.62","0.0","0.16","",""
"CARTERET - MCRK","520","477","3","3","2","91.73","0.58","0.58","0.38","",""
"CARTERET - MERR","524","449","34","2","6","85.69","6.49","0.38","1.15","",""
"CARTERET - MHD1","2603","2083","228","10","30","80.02","8.76","0.38","1.15","",""
"CARTERET - MHD2","3447","2781","289","19","37","80.68","8.38","0.55","1.07","",""
"CARTERET - MHD3","3453","3065","137","12","28","88.76","3.97","0.35","0.81","",""
"CARTERET - MHD4","2784","2597","22","8","49","93.28","0.79","0.29","1.76","",""
"CARTERET - NPT1","4279","3435","399","32","99","80.28","9.32","0.75","2.31","",""
"CARTERET - NPT2","3337","2888","135","35","37","86.54","4.05","1.05","1.11","",""
"CARTERET - NRIV","695","347","297","2","9","49.93","42.73","0.29","1.29","",""
"CARTERET - OTBEG","2183","2095","0","5","0","95.97","0.0","0.23","0.0","",""
"CARTERET - PELE","1483","1350","17","6","17","91.03","1.15","0.4","1.15","",""
"CARTERET - STEL","1686","1521","56","5","4","90.21","3.32","0.3","0.24","",""
"CARTERET - WIHA","1954","1680","144","16","9","85.98","7.37","0.82","0.46","",""
"CARTERET - WILD","4192","3475","237","21","34","82.9","5.65","0.5","0.81","",""
"CASWELL - ANDE","1003","746","184","5","0","74.38","18.34","0.5","0.0","",""
"CASWELL - LEAS","685","405","238","2","0","59.12","34.74","0.29","0.0","",""
"CASWELL - LOCU","2251","1167","975","10","4","51.84","43.31","0.44","0.18","",""
"CASWELL - MILT","2189","1130","952","8","6","51.62","43.49","0.37","0.27","",""
"CASWELL - PELH","3344","2503","613","9","14","74.85","18.33","0.27","0.42","",""
"CASWELL - PH","2050","1519","418","8","1","74.1","20.39","0.39","0.05","",""
"CASWELL - PROVI","843","624","195","0","3","74.02","23.13","0.0","0.36","",""
"CASWELL - STON","2548","1889","477","10","0","74.14","18.72","0.39","0.0","",""
"CASWELL - YANC","3683","1718","1705","18","18","46.65","46.29","0.49","0.49","",""
"CATAWBA - 01","3775","3418","94","11","50","90.54","2.49","0.29","1.32","",""
"CATAWBA - 02","2570","2333","57","8","43","90.78","2.22","0.31","1.67","",""
"CATAWBA - 03","2751","2332","123","9","108","84.77","4.47","0.33","3.93","",""
"CATAWBA - 04","1117","644","173","9","112","57.65","15.49","0.81","10.03","",""
"CATAWBA - 05","3849","3048","345","28","92","79.19","8.96","0.73","2.39","",""
"CATAWBA - 06","2658","2262","167","11","79","85.1","6.28","0.41","2.97","",""
"CATAWBA - 07","3754","2449","456","33","196","65.24","12.15","0.88","5.22","",""
"CATAWBA - 08","2850","2417","108","9","112","84.81","3.79","0.32","3.93","",""
"CATAWBA - 09","2819","2443","119","16","24","86.66","4.22","0.57","0.85","",""
"CATAWBA - 10","825","409","248","10","26","49.58","30.06","1.21","3.15","",""
"CATAWBA - 11","1819","1396","241","10","24","76.75","13.25","0.55","1.32","",""
"CATAWBA - 12","1980","751","819","28","58","37.93","41.36","1.41","2.93","",""
"CATAWBA - 13","2311","1259","556","17","79","54.48","24.06","0.74","3.42","",""
"CATAWBA - 14","1781","1519","77","11","34","85.29","4.32","0.62","1.91","",""
"CATAWBA - 15","822","130","572","8","14","15.82","69.59","0.97","1.7","",""
"CATAWBA - 16","3719","2606","473","26","127","70.07","12.72","0.7","3.41","",""
"CATAWBA - 17","2609","1709","303","19","132","65.5","11.61","0.73","5.06","",""
"CATAWBA - 19","1450","992","164","10","103","68.41","11.31","0.69","7.1","",""
"CATAWBA - 20","3906","3138","281","11","81","80.34","7.19","0.28","2.07","",""
"CATAWBA - 21","2047","1856","66","5","13","90.67","3.22","0.24","0.64","",""
"CATAWBA - 22","4397","3334","305","30","267","75.82","6.94","0.68","6.07","",""
"CATAWBA - 23","4358","3770","222","16","145","86.51","5.09","0.37","3.33","",""
"CATAWBA - 24","4388","3770","175","13","183","85.92","3.99","0.3","4.17","",""
"CATAWBA - 25","2981","1928","313","26","117","64.68","10.5","0.87","3.92","",""
"CATAWBA - 26","1946","1698","94","5","35","87.26","4.83","0.26","1.8","",""
"CATAWBA - 27","4655","3823","155","18","326","82.13","3.33","0.39","7.0","",""
"CATAWBA - 28","4398","2755","281","64","191","62.64","6.39","1.46","4.34","",""
"CATAWBA - 29","5129","4101","140","44","164","79.96","2.73","0.86","3.2","",""
"CATAWBA - 30","5090","3681","447","35","272","72.32","8.78","0.69","5.34","",""
"CATAWBA - 31","5000","4519","180","9","42","90.38","3.6","0.18","0.84","",""
"CATAWBA - 32","3775","2597","441","18","208","68.79","11.68","0.48","5.51","",""
"CATAWBA - 33","5510","4141","187","30","488","75.15","3.39","0.54","8.86","",""
"CATAWBA - 34","4781","3967","233","23","253","82.97","4.87","0.48","5.29","",""
"CATAWBA - 35","4010","2866","325","37","255","71.47","8.1","0.92","6.36","",""
"CATAWBA - 36","2448","2036","135","8","50","83.17","5.51","0.33","2.04","",""
"CATAWBA - 37","3312","2330","414","15","72","70.35","12.5","0.45","2.17","",""
"CATAWBA - 38","3026","2641","130","8","90","87.28","4.3","0.26","2.97","",""
"CATAWBA - 39","2334","2035","68","7","82","87.19","2.91","0.3","3.51","",""
"CATAWBA - 40","1833","1339","251","13","59","73.05","13.69","0.71","3.22","",""
"CATAWBA - 41","3783","3493","66","10","20","92.33","1.74","0.26","0.53","",""
"CHATHAM - 15","2305","1823","233","10","41","79.09","10.11","0.43","1.78","",""
"CHATHAM - 21","1568","1390","46","10","6","88.65","2.93","0.64","0.38","",""
"CHATHAM - 3","2038","1676","147","10","8","82.24","7.21","0.49","0.39","",""
"CHATHAM - 30","1913","1497","227","10","5","78.25","11.87","0.52","0.26","",""
"CHATHAM - 42","2062","1765","105","9","51","85.6","5.09","0.44","2.47","",""
"CHATHAM - 75","4547","3768","260","7","314","82.87","5.72","0.15","6.91","",""
"CHATHAM - 78","5164","4475","190","12","140","86.66","3.68","0.23","2.71","",""
"CHATHAM - 85","3882","1899","722","40","42","48.92","18.6","1.03","1.08","",""
"CHATHAM - 9","1654","1351","155","9","7","81.68","9.37","0.54","0.42","",""
"CHATHAM - CRD118","1703","1539","57","5","2","90.37","3.35","0.29","0.12","",""
"CHATHAM - ECL109","4847","4069","177","22","206","83.95","3.65","0.45","4.25","",""
"CHATHAM - EPP112","3032","2088","470","18","58","68.87","15.5","0.59","1.91","",""
"CHATHAM - ESC114","5785","2421","1184","105","35","41.85","20.47","1.82","0.61","",""
"CHATHAM - GLD118","3312","2506","578","11","6","75.66","17.45","0.33","0.18","",""
"CHATHAM - MON113","2350","1785","308","16","21","75.96","13.11","0.68","0.89","",""
"CHATHAM - NWM117","6420","4857","430","37","274","75.65","6.7","0.58","4.27","",""
"CHATHAM - WCL108","3544","2977","229","16","68","84.0","6.46","0.45","1.92","",""
"CHATHAM - WPP114","4662","3411","872","15","54","73.17","18.7","0.32","1.16","",""
"CHEROKEE - ANNW","1824","1617","17","26","13","88.65","0.93","1.43","0.71","",""
"CHEROKEE - ANSW","1687","1512","29","27","0","89.63","1.72","1.6","0.0","",""
"CHEROKEE - BELL","1403","1290","7","11","3","91.95","0.5","0.78","0.21","",""
"CHEROKEE - BRAS","829","768","4","10","1","92.64","0.48","1.21","0.12","",""
"CHEROKEE - CSON","1052","948","4","35","2","90.11","0.38","3.33","0.19","",""
"CHEROKEE - GCRK","500","442","2","26","0","88.4","0.4","5.2","0.0","",""
"CHEROKEE - HANG","723","671","2","10","0","92.81","0.28","1.38","0.0","",""
"CHEROKEE - HIWA","2185","2052","17","19","2","93.91","0.78","0.87","0.09","",""
"CHEROKEE - HOTH","1540","1439","11","15","0","93.44","0.71","0.97","0.0","",""
"CHEROKEE - MARB","1589","1409","9","30","6","88.67","0.57","1.89","0.38","",""
"CHEROKEE - MURN","2343","1975","114","40","37","84.29","4.87","1.71","1.58","",""
"CHEROKEE - MURS","2825","2499","41","50","37","88.46","1.45","1.77","1.31","",""
"CHEROKEE - PCHT","2606","2368","11","39","11","90.87","0.42","1.5","0.42","",""
"CHEROKEE - RGER","1866","1734","3","7","3","92.93","0.16","0.38","0.16","",""
"CHEROKEE - TOPT","483","443","3","12","4","91.72","0.62","2.48","0.83","",""
"CHEROKEE - UNKA","596","541","3","11","0","90.77","0.5","1.85","0.0","",""
"CHOWAN - 1","2301","933","1210","9","11","40.55","52.59","0.39","0.48","",""
"CHOWAN - 2","3399","2021","1196","7","20","59.46","35.19","0.21","0.59","",""
"CHOWAN - 3","1826","1593","97","9","6","87.24","5.31","0.49","0.33","",""
"CHOWAN - 4","895","501","347","2","1","55.98","38.77","0.22","0.11","",""
"CHOWAN - 5","1072","875","156","2","2","81.62","14.55","0.19","0.19","",""
"CHOWAN - 6","1621","1099","443","2","0","67.8","27.33","0.12","0.0","",""
"CLAY - BRAS","846","791","5","6","0","93.5","0.59","0.71","0.0","",""
"CLAY - HAY1","1264","1125","18","9","4","89.0","1.42","0.71","0.32","",""
"CLAY - HAY2","1484","1380","12","5","6","92.99","0.81","0.34","0.4","",""
"CLAY - HAYC","476","422","3","1","1","88.66","0.63","0.21","0.21","",""
"CLAY - HIAW","1571","1496","5","2","2","95.23","0.32","0.13","0.13","",""
"CLAY - SHCR","1295","1229","3","9","4","94.9","0.23","0.69","0.31","",""
"CLAY - SWEE","812","752","0","5","2","92.61","0.0","0.62","0.25","",""
"CLAY - TUSQ","659","621","1","0","6","94.23","0.15","0.0","0.91","",""
"CLAY - WARN","827","781","6","2","0","94.44","0.73","0.24","0.0","",""
"CLEVELAND - BETHWR","2040","1653","234","3","48","81.03","11.47","0.15","2.35","",""
"CLEVELAND - BR","6141","5028","699","15","44","81.88","11.38","0.24","0.72","",""
"CLEVELAND - CASAR","1467","1423","8","3","4","97.0","0.55","0.2","0.27","",""
"CLEVELAND - FALSTN","1770","1592","80","2","8","89.94","4.52","0.11","0.45","",""
"CLEVELAND - GROVER","3839","3046","498","15","93","79.34","12.97","0.39","2.42","",""
"CLEVELAND - KINGST","906","418","464","0","6","46.14","51.21","0.0","0.66","",""
"CLEVELAND - KM N","5659","4137","1116","13","46","73.1","19.72","0.23","0.81","",""
"CLEVELAND - KM S","5086","3657","1034","21","139","71.9","20.33","0.41","2.73","",""
"CLEVELAND - LATT","3367","2803","312","16","18","83.25","9.27","0.48","0.53","",""
"CLEVELAND - LAWNDL","1959","1321","521","9","6","67.43","26.6","0.46","0.31","",""
"CLEVELAND - MRB-YO","1763","1551","112","9","3","87.98","6.35","0.51","0.17","",""
"CLEVELAND - MULLS","2372","2226","48","7","7","93.84","2.02","0.3","0.3","",""
"CLEVELAND - OAKGRV","4059","3449","298","5","33","84.97","7.34","0.12","0.81","",""
"CLEVELAND - POLKVL","2679","2455","110","7","13","91.64","4.11","0.26","0.49","",""
"CLEVELAND - RIPPY","4419","3261","893","13","20","73.79","20.21","0.29","0.45","",""
"CLEVELAND - S C","8358","4899","2798","28","79","58.61","33.48","0.34","0.95","",""
"CLEVELAND - S E","2769","1800","841","9","19","65.01","30.37","0.33","0.69","",""
"CLEVELAND - S N","5237","3177","1764","11","20","60.66","33.68","0.21","0.38","",""
"CLEVELAND - S S","7145","4294","2269","26","77","60.1","31.76","0.36","1.08","",""
"CLEVELAND - SHANGI","2945","2360","455","7","22","80.14","15.45","0.24","0.75","",""
"CLEVELAND - WACO","4052","2948","730","11","33","72.75","18.02","0.27","0.81","",""
"COLUMBUS - P02B","1030","280","369","316","4","27.18","35.83","30.68","0.39","",""
"COLUMBUS - P06","866","673","153","14","0","77.71","17.67","1.62","0.0","",""
"COLUMBUS - P07","3207","1683","1279","63","6","52.48","39.88","1.96","0.19","",""
"COLUMBUS - P117","2988","1570","1037","143","5","52.54","34.71","4.79","0.17","",""
"COLUMBUS - P121","2651","1893","505","32","10","71.41","19.05","1.21","0.38","",""
"COLUMBUS - P14","3473","2010","1132","91","5","57.88","32.59","2.62","0.14","",""
"COLUMBUS - P15","2309","1351","803","38","4","58.51","34.78","1.65","0.17","",""
"COLUMBUS - P16B","1747","1107","163","395","12","63.37","9.33","22.61","0.69","",""
"COLUMBUS - P19","2716","1533","985","42","24","56.44","36.27","1.55","0.88","",""
"COLUMBUS - P223","3098","1639","1193","44","20","52.91","38.51","1.42","0.65","",""
"COLUMBUS - P22A","2265","1618","435","26","2","71.43","19.21","1.15","0.09","",""
"COLUMBUS - P245","3513","3061","280","33","7","87.13","7.97","0.94","0.2","",""
"COLUMBUS - P26B","4929","2612","2026","23","21","52.99","41.1","0.47","0.43","",""
"COLUMBUS - P534","2252","1672","320","17","3","74.25","14.21","0.75","0.13","",""
"COLUMBUS - P82","1738","1196","446","24","9","68.81","25.66","1.38","0.52","",""
"COLUMBUS - P89","1534","997","427","20","3","64.99","27.84","1.3","0.2","",""
"CRAVEN - 02","14012","8927","2327","78","498","63.71","16.61","0.56","3.55","",""
"CRAVEN - 03","3308","3127","45","3","24","94.53","1.36","0.09","0.73","",""
"CRAVEN - 05","2548","2228","192","7","18","87.44","7.54","0.27","0.71","",""
"CRAVEN - 07","2509","1695","671","4","18","67.56","26.74","0.16","0.72","",""
"CRAVEN - 11","3340","2726","312","19","15","81.62","9.34","0.57","0.45","",""
"CRAVEN - 16","4503","3597","490","12","62","79.88","10.88","0.27","1.38","",""
"CRAVEN - 17","2660","2089","231","17","78","78.53","8.68","0.64","2.93","",""
"CRAVEN - 19","3144","1795","1050","23","26","57.09","33.4","0.73","0.83","",""
"CRAVEN - 20","3086","2764","136","6","28","89.57","4.41","0.19","0.91","",""
"CRAVEN - 21","2929","2457","247","6","48","83.89","8.43","0.2","1.64","",""
"CRAVEN - 23","5605","4454","642","19","102","79.46","11.45","0.34","1.82","",""
"CRAVEN - CFB8","1532","1075","370","6","4","70.17","24.15","0.39","0.26","",""
"CRAVEN - CLR4","2357","1404","729","6","67","59.57","30.93","0.25","2.84","",""
"CRAVEN - DFB9","926","524","306","7","6","56.59","33.05","0.76","0.65","",""
"CRAVEN - N1","2188","1306","734","11","35","59.69","33.55","0.5","1.6","",""
"CRAVEN - N2","2454","823","1361","5","79","33.54","55.46","0.2","3.22","",""
"CRAVEN - N3N5","4320","2306","1315","23","295","53.38","30.44","0.53","6.83","",""
"CRAVEN - N4","6194","3337","1739","22","506","53.87","28.08","0.36","8.17","",""
"CRAVEN - N6","5075","3541","923","13","288","69.77","18.19","0.26","5.67","",""
"CRAVEN - TE13","1396","1216","108","4","9","87.11","7.74","0.29","0.64","",""
"CRAVEN - VE14","5697","3622","1681","57","1","63.58","29.51","1.0","0.02","",""
"CUMBERLAND - AH49","4202","1420","1981","99","137","33.79","47.14","2.36","3.26","",""
"CUMBERLAND - AL51-1","1467","1029","238","35","21","70.14","16.22","2.39","1.43","",""
"CUMBERLAND - AL51-2","2252","1320","645","80","18","58.61","28.64","3.55","0.8","",""
"CUMBERLAND - AL51-3","1692","1260","218","53","16","74.47","12.88","3.13","0.95","",""
"CUMBERLAND - CC01","2931","549","2093","49","17","18.73","71.41","1.67","0.58","",""
"CUMBERLAND - CC03","2524","1020","940","17","121","40.41","37.24","0.67","4.79","",""
"CUMBERLAND - CC04","1328","880","310","8","17","66.27","23.34","0.6","1.28","",""
"CUMBERLAND - CC06","1546","938","351","22","21","60.67","22.7","1.42","1.36","",""
"CUMBERLAND - CC07","1194","949","121","15","13","79.48","10.13","1.26","1.09","",""
"CUMBERLAND - CC08","1340","1000","183","15","39","74.63","13.66","1.12","2.91","",""
"CUMBERLAND - CC10","1291","566","578","15","30","43.84","44.77","1.16","2.32","",""
"CUMBERLAND - CC12","1714","1442","86","17","51","84.13","5.02","0.99","2.98","",""
"CUMBERLAND - CC13","2940","344","2419","11","25","11.7","82.28","0.37","0.85","",""
"CUMBERLAND - CC14","3340","1978","767","28","208","59.22","22.96","0.84","6.23","",""
"CUMBERLAND - CC15","3206","1991","650","37","253","62.1","20.27","1.15","7.89","",""
"CUMBERLAND - CC16","1901","79","1704","9","5","4.16","89.64","0.47","0.26","",""
"CUMBERLAND - CC17","2687","467","1910","14","29","17.38","71.08","0.52","1.08","",""
"CUMBERLAND - CC18","1672","1150","299","22","71","68.78","17.88","1.32","4.25","",""
"CUMBERLAND - CC21","4247","1346","2288","47","85","31.69","53.87","1.11","2.0","",""
"CUMBERLAND - CC22A","5821","2381","2484","46","161","40.9","42.67","0.79","2.77","",""
"CUMBERLAND - CC23-2","3224","1577","1087","33","156","48.91","33.72","1.02","4.84","",""
"CUMBERLAND - CC24","2058","790","849","37","99","38.39","41.25","1.8","4.81","",""
"CUMBERLAND - CC25","2394","1115","784","20","114","46.57","32.75","0.84","4.76","",""
"CUMBERLAND - CC26","4604","1484","2119","43","262","32.23","46.03","0.93","5.69","",""
"CUMBERLAND - CC27","5810","1658","2992","70","171","28.54","51.5","1.2","2.94","",""
"CUMBERLAND - CC29","3055","1064","1342","27","128","34.83","43.93","0.88","4.19","",""
"CUMBERLAND - CC31","2595","1160","870","62","42","44.7","33.53","2.39","1.62","",""
"CUMBERLAND - CC32","1781","479","941","19","76","26.9","52.84","1.07","4.27","",""
"CUMBERLAND - CC33","2623","962","1107","22","139","36.68","42.2","0.84","5.3","",""
"CUMBERLAND - CC34","2362","1315","504","17","280","55.67","21.34","0.72","11.85","",""
"CUMBERLAND - CC519","3147","598","2204","54","15","19.0","70.03","1.72","0.48","",""
"CUMBERLAND - CL57-1","3474","1156","1663","36","113","33.28","47.87","1.04","3.25","",""
